"","county","state","tract","B01001_001E","ukrainian","turkish","romanian","russian","polish","german","italian","french","arabian","fips","boro_ct2010"
"352","47","36","067600",1969,5,0,0,17,22,19,57,0,22,3,"3067600"
"353","47","36","030200",4802,110,0,0,189,62,25,490,0,0,3,"3030200"
"354","47","36","030800",2006,152,0,0,185,0,27,385,0,0,3,"3030800"
"355","47","36","020000",2335,29,0,0,46,21,74,471,0,125,3,"3020000"
"356","47","36","017600",2571,30,24,5,113,89,0,307,6,50,3,"3017600"
"357","47","36","018501",4951,0,0,0,0,0,31,106,6,0,3,"3018501"
"358","47","36","020200",2154,42,0,0,0,27,50,797,5,90,3,"3020200"
"359","47","36","020800",3216,0,0,0,0,37,30,494,0,192,3,"3020800"
"360","47","36","021800",3892,76,0,28,12,219,60,94,0,0,3,"3021800"
"361","47","36","022900",3862,15,0,0,52,145,158,258,136,82,3,"3022900"
"362","47","36","065000",1622,0,0,0,12,8,18,165,0,11,3,"3065000"
"363","47","36","058800",3728,236,0,45,523,51,183,256,0,18,3,"3058800"
"364","47","36","059300",2135,0,0,0,45,545,129,153,31,0,3,"3059300"
"365","47","36","025500",5569,0,136,0,0,0,0,0,0,0,3,"3025500"
"366","47","36","006000",2745,21,0,0,23,73,358,500,83,226,3,"3006000"
"367","47","36","006700",3941,74,25,0,196,157,489,809,119,0,3,"3006700"
"368","47","36","059600",2505,130,0,72,402,53,37,81,15,11,3,"3059600"
"369","47","36","028000",1763,75,0,4,60,114,8,127,4,65,3,"3028000"
"370","47","36","052700",6776,19,0,37,70,26,155,33,13,0,3,"3052700"
"371","47","36","087600",1555,0,0,0,56,25,19,16,0,4,3,"3087600"
"372","47","36","054700",4903,0,0,16,22,187,192,44,53,13,3,"3054700"
"373","47","36","055600",3951,215,15,8,528,46,27,98,17,166,3,"3055600"
"374","47","36","056400",2600,114,0,17,298,49,40,137,4,15,3,"3056400"
"375","47","36","039000",2457,141,0,8,111,28,13,153,70,490,3,"3039000"
"376","47","36","006300",1967,19,0,6,90,102,228,502,83,36,3,"3006300"
"377","47","36","072400",1741,0,0,0,0,0,12,11,0,9,3,"3072400"
"378","47","36","072800",4065,0,0,0,20,28,18,19,30,12,3,"3072800"
"379","47","36","116200",2276,0,0,0,0,0,0,9,0,0,3,"3116200"
"380","47","36","116600",3012,0,0,0,0,0,6,13,20,56,3,"3116600"
"381","47","36","040100",3244,0,0,0,54,22,42,18,9,12,3,"3040100"
"382","47","36","033100",4046,8,0,0,194,201,6,0,0,0,3,"3033100"
"383","47","36","035700",2425,0,0,0,22,0,36,0,0,0,3,"3035700"
"384","47","36","090000",4830,0,0,0,0,0,22,0,10,0,3,"3090000"
"385","47","36","099600",4240,29,0,0,0,5,0,44,0,0,3,"3099600"
"386","47","36","061200",990,12,49,0,134,49,21,52,3,73,3,"3061200"
"387","47","36","044500",5066,10,0,0,55,99,213,106,18,73,3,"3044500"
"388","47","36","047200",2777,151,0,19,20,374,0,31,0,0,3,"3047200"
"389","47","36","110600",4082,0,0,0,0,0,0,0,0,0,3,"3110600"
"390","47","36","025000",1539,0,0,0,14,0,0,220,0,0,3,"3025000"
"391","47","36","025400",4280,28,0,80,9,0,32,347,0,223,3,"3025400"
"392","47","36","025800",4888,102,65,0,212,278,0,433,0,162,3,"3025800"
"393","47","36","025901",2158,5,0,0,12,38,52,60,52,0,3,"3025901"
"394","47","36","026000",3310,15,0,31,0,66,36,666,0,17,3,"3026000"
"395","47","36","053800",4414,380,0,37,740,159,44,42,14,143,3,"3053800"
"396","47","36","052500",3423,0,43,11,13,69,95,141,51,0,3,"3052500"
"397","47","36","052600",4737,141,4,33,222,127,214,148,34,74,3,"3052600"
"398","47","36","045400",1771,6,0,0,202,268,17,17,5,50,3,"3045400"
"399","47","36","046201",2498,152,0,12,189,58,33,75,9,0,3,"3046201"
"400","47","36","046400",2929,7,0,16,88,205,31,159,3,22,3,"3046400"
"401","47","36","102200",1993,0,0,0,10,26,11,15,9,61,3,"3102200"
"402","47","36","152200",3877,25,0,21,81,108,297,145,69,19,3,"3152200"
"403","47","36","012200",5945,29,0,0,9,39,13,8,0,297,3,"3012200"
"404","47","36","012901",2429,33,38,27,107,98,209,201,58,34,3,"3012901"
"405","47","36","112600",3388,0,0,0,0,0,0,17,0,17,3,"3112600"
"406","47","36","114600",3308,0,0,0,0,0,0,43,0,0,3,"3114600"
"407","47","36","075200",955,0,8,0,22,76,0,20,0,51,3,"3075200"
"408","47","36","076400",3725,0,27,10,153,106,29,70,0,120,3,"3076400"
"409","47","36","062200",2956,336,70,0,333,22,84,94,0,28,3,"3062200"
"410","47","36","063800",1882,70,0,0,194,163,32,308,0,0,3,"3063800"
"411","47","36","052900",3995,0,2,174,185,179,39,61,0,0,3,"3052900"
"412","47","36","066600",0,0,0,0,0,0,0,0,0,0,3,"3066600"
"413","47","36","089200",3460,0,0,0,8,0,0,1,52,0,3,"3089200"
"414","47","36","092800",3136,0,0,0,0,0,0,1,1,0,3,"3092800"
"415","47","36","095600",4633,0,0,0,12,37,0,8,0,252,3,"3095600"
"416","47","36","086200",3368,0,0,0,0,0,17,0,0,98,3,"3086200"
"417","47","36","088000",2766,0,0,0,19,0,0,0,0,0,3,"3088000"
"418","47","36","089800",1688,0,0,0,0,0,0,5,0,0,3,"3089800"
"419","47","36","091800",2531,0,0,0,0,0,0,0,0,0,3,"3091800"
"420","47","36","092000",3083,0,0,0,0,0,0,29,7,0,3,"3092000"
"421","47","36","070600",2985,115,0,14,61,24,43,1063,0,230,3,"3070600"
"422","47","36","029200",2971,114,26,0,163,110,5,176,5,157,3,"3029200"
"423","47","36","030400",4109,80,0,0,414,122,91,511,0,160,3,"3030400"
"424","47","36","030600",1880,9,0,0,0,17,31,309,0,61,3,"3030600"
"425","47","36","031900",3412,0,0,13,113,94,106,22,18,0,3,"3031900"
"426","47","36","032600",7191,96,0,0,299,0,0,64,0,526,3,"3032600"
"427","47","36","080400",3217,0,0,0,35,0,58,106,7,0,3,"3080400"
"428","47","36","082600",5281,0,0,0,7,0,43,17,31,353,3,"3082600"
"429","47","36","085600",3478,0,0,0,10,0,22,29,21,19,3,"3085600"
"430","47","36","087000",3275,0,0,0,0,0,0,24,0,0,3,"3087000"
"431","47","36","088600",4393,0,0,0,0,0,0,29,12,0,3,"3088600"
"432","47","36","088800",3931,0,0,0,0,0,0,0,0,0,3,"3088800"
"433","47","36","091200",6039,0,0,0,0,0,0,0,0,0,3,"3091200"
"434","47","36","095000",3066,0,0,0,22,0,0,15,0,0,3,"3095000"
"435","47","36","056000",3481,375,30,17,387,31,46,68,0,197,3,"3056000"
"436","47","36","055100",5728,22,43,16,0,257,308,279,126,115,3,"3055100"
"437","47","36","068600",1784,82,13,6,102,117,52,244,11,6,3,"3068600"
"438","47","36","056200",1593,70,0,0,235,71,25,74,5,157,3,"3056200"
"439","47","36","057400",3211,137,53,12,116,65,111,317,0,0,3,"3057400"
"440","47","36","057800",3478,173,56,70,243,80,21,171,0,168,3,"3057800"
"441","47","36","059000",1861,115,0,0,140,4,3,90,5,62,3,"3059000"
"442","47","36","011700",2851,10,0,13,122,84,233,162,93,50,3,"3011700"
"443","47","36","005601",2302,54,0,8,163,152,178,611,23,199,3,"3005601"
"444","47","36","005602",1608,16,16,0,86,82,43,427,17,47,3,"3005602"
"445","47","36","013900",3520,21,0,115,154,179,349,278,98,32,3,"3013900"
"446","47","36","012600",2909,17,0,0,37,63,23,83,12,478,3,"3012600"
"447","47","36","027100",2874,0,0,0,0,20,28,30,10,94,3,"3027100"
"448","47","36","030500",6267,0,15,0,182,337,392,403,39,105,3,"3030500"
"449","47","36","077400",3539,8,0,0,35,18,63,9,29,56,3,"3077400"
"450","47","36","078200",5329,0,0,0,0,0,0,0,0,0,3,"3078200"
"451","47","36","035000",2856,486,0,0,899,39,0,36,0,50,3,"3035000"
"452","47","36","079200",3820,8,0,0,0,8,79,234,0,0,3,"3079200"
"453","47","36","079400",1783,0,0,0,0,6,0,22,0,0,3,"3079400"
"454","47","36","083600",2100,0,0,0,0,0,0,17,0,0,3,"3083600"
"455","47","36","005202",2424,0,0,12,220,85,177,537,0,215,3,"3005202"
"456","47","36","032700",2485,0,0,0,8,22,54,6,40,0,3,"3032700"
"457","47","36","030900",2190,0,0,0,5,5,0,7,8,0,3,"3030900"
"458","47","36","098600",3145,0,0,0,0,0,0,6,6,10,3,"3098600"
"459","47","36","033600",4041,502,0,0,824,162,42,259,28,96,3,"3033600"
"460","47","36","107000",1724,0,0,0,3,0,0,24,3,0,3,"3107000"
"461","47","36","114201",1629,6,0,0,0,0,0,7,0,0,3,"3114201"
"462","47","36","009400",5429,40,0,19,110,153,8,19,9,0,3,"3009400"
"463","47","36","051602",4235,19,0,0,10,20,85,24,9,0,3,"3051602"
"464","47","36","061003",2079,138,0,0,129,0,0,0,0,17,3,"3061003"
"465","47","36","061004",6556,1097,10,120,1219,27,34,91,0,0,3,"3061004"
"466","47","36","069601",3677,183,0,37,186,162,50,286,18,106,3,"3069601"
"467","47","36","101800",2058,0,0,5,17,5,30,44,0,0,3,"3101800"
"468","47","36","018200",3574,46,0,0,12,52,22,488,8,81,3,"3018200"
"469","47","36","018800",2875,0,5,0,41,28,44,1004,0,174,3,"3018800"
"470","47","36","021600",4533,9,0,88,8,255,33,331,0,110,3,"3021600"
"471","47","36","022600",2261,0,0,0,3,52,26,88,0,18,3,"3022600"
"472","47","36","023200",5073,22,0,121,124,494,21,19,0,19,3,"3023200"
"473","47","36","032900",6207,113,0,9,67,133,27,207,66,25,3,"3032900"
"474","47","36","033900",4829,9,0,0,16,30,108,111,79,23,3,"3033900"
"475","47","36","034500",3050,0,0,0,0,37,207,35,0,0,3,"3034500"
"476","47","36","034700",3412,0,0,0,0,0,36,33,28,21,3,"3034700"
"477","47","36","009000",3245,7,0,10,0,80,17,18,4,30,3,"3009000"
"478","47","36","008200",4275,0,0,0,0,72,96,99,46,0,3,"3008200"
"479","47","36","008500",7559,0,0,0,0,0,18,20,0,0,3,"3008500"
"480","47","36","008600",0,0,0,0,0,0,0,0,0,0,3,"3008600"
"481","47","36","011600",3683,0,163,0,30,27,43,44,11,1,3,"3011600"
"482","47","36","005201",1662,15,0,0,192,54,75,401,0,19,3,"3005201"
"483","47","36","078000",2551,0,0,0,0,0,16,22,0,7,3,"3078000"
"484","47","36","078400",2612,4,0,0,0,8,0,14,6,49,3,"3078400"
"485","47","36","005800",3205,75,47,0,112,155,36,410,0,249,3,"3005800"
"486","47","36","014500",4078,87,7,0,70,214,205,477,116,7,3,"3014500"
"487","47","36","014800",1289,13,0,0,13,7,49,797,18,22,3,"3014800"
"488","47","36","016200",2062,6,76,0,201,26,167,455,11,150,3,"3016200"
"489","47","36","034800",2874,117,28,5,288,5,82,33,5,76,3,"3034800"
"490","47","36","044900",3034,0,0,0,7,28,68,160,45,0,3,"3044900"
"491","47","36","079000",5197,0,0,0,0,26,11,31,0,61,3,"3079000"
"492","47","36","076800",3104,143,0,24,187,128,25,44,7,77,3,"3076800"
"493","47","36","094600",1883,0,0,0,5,0,0,0,0,0,3,"3094600"
"494","47","36","105804",6679,227,0,0,363,0,14,52,0,0,3,"3105804"
"495","47","36","085800",2587,0,0,0,0,0,4,17,3,0,3,"3085800"
"496","47","36","048500",2802,21,6,17,66,85,192,122,39,21,3,"3048500"
"497","47","36","111800",3418,0,0,0,0,0,20,0,0,0,3,"3111800"
"498","47","36","031702",3799,11,0,10,80,67,89,181,8,85,3,"3031702"
"499","47","36","040300",4025,0,57,0,0,10,60,47,7,0,3,"3040300"
"500","47","36","005900",1337,0,0,6,24,38,137,209,41,37,3,"3005900"
"501","47","36","006400",3171,22,52,0,36,111,193,466,8,294,3,"3006400"
"502","47","36","019800",1860,7,0,0,44,69,23,429,6,103,3,"3019800"
"503","47","36","092200",2578,0,0,0,0,0,0,0,26,0,3,"3092200"
"504","47","36","094402",3071,0,0,0,7,7,0,0,0,0,3,"3094402"
"505","47","36","096400",1715,0,0,0,0,0,0,30,0,0,3,"3096400"
"506","47","36","101600",1810,10,0,0,20,10,0,3,0,0,3,"3101600"
"507","47","36","005300",2420,17,0,0,100,73,173,193,66,0,3,"3005300"
"508","47","36","102000",2291,1,0,0,0,14,6,6,0,139,3,"3102000"
"509","47","36","107800",4068,0,0,0,4,0,0,64,0,0,3,"3107800"
"510","47","36","023000",4288,9,0,8,28,372,8,90,0,33,3,"3023000"
"511","47","36","024800",3013,16,0,22,16,53,14,263,0,72,3,"3024800"
"512","47","36","025200",5310,68,27,0,312,106,40,684,0,398,3,"3025200"
"513","47","36","025700",2111,3,0,0,0,9,55,42,21,50,3,"3025700"
"514","47","36","026200",2548,19,12,0,31,48,33,573,8,23,3,"3026200"
"515","47","36","026700",3937,0,10,10,69,28,56,151,45,0,3,"3026700"
"516","47","36","051100",4317,18,0,0,60,313,203,137,83,0,3,"3051100"
"517","47","36","057100",3800,37,0,0,63,1491,273,488,118,0,3,"3057100"
"518","47","36","070000",1715,18,0,7,175,85,22,604,21,77,3,"3070000"
"519","47","36","075800",1659,69,0,24,244,83,22,135,31,16,3,"3075800"
"520","47","36","084000",2482,0,0,0,0,0,0,16,7,35,3,"3084000"
"521","47","36","004100",3649,18,0,10,150,314,235,226,56,9,3,"3004100"
"522","47","36","073200",2644,0,0,0,0,0,0,21,6,0,3,"3073200"
"523","47","36","055200",3279,146,29,10,516,142,118,177,17,0,3,"3055200"
"524","47","36","050000",3964,8,9,0,118,174,301,497,173,107,3,"3050000"
"525","47","36","114202",2837,0,0,0,0,0,5,49,0,0,3,"3114202"
"526","47","36","003100",2800,32,5,14,73,51,88,147,32,26,3,"3003100"
"527","47","36","004300",3336,26,7,25,258,212,250,239,83,68,3,"3004300"
"528","47","36","005100",2523,4,0,8,151,164,347,239,27,33,3,"3005100"
"529","47","36","006900",3581,8,23,3,166,151,358,656,132,170,3,"3006900"
"530","47","36","117000",1930,0,0,0,0,0,0,0,0,0,3,"3117000"
"531","47","36","046000",3969,121,0,0,189,182,18,116,17,0,3,"3046000"
"532","47","36","015200",2465,17,0,0,25,91,142,477,0,227,3,"3015200"
"533","47","36","016600",1798,14,0,0,24,35,41,974,5,23,3,"3016600"
"534","47","36","114400",2452,0,0,0,34,0,13,34,6,0,3,"3114400"
"535","47","36","119800",3376,0,0,0,0,0,0,30,0,0,3,"3119800"
"536","47","36","118201",2970,0,0,36,0,0,17,5,0,0,3,"3118201"
"537","47","36","062800",5099,89,13,7,88,107,290,1283,48,57,3,"3062800"
"538","47","36","115800",2938,0,0,0,0,0,17,13,0,6,3,"3115800"
"539","47","36","044000",2939,57,0,0,119,113,63,102,40,376,3,"3044000"
"540","47","36","042800",3692,352,0,8,474,81,8,332,40,96,3,"3042800"
"541","47","36","047000",2719,0,0,6,4,172,0,136,15,0,3,"3047000"
"542","47","36","043200",4522,320,22,0,231,5,25,262,0,137,3,"3043200"
"543","47","36","029700",4302,0,0,0,30,28,110,101,22,96,3,"3029700"
"544","47","36","033500",3034,6,0,0,52,20,17,3,38,31,3,"3033500"
"545","47","36","150200",2876,0,0,0,84,122,229,423,83,105,3,"3150200"
"546","47","36","004400",2373,13,0,8,41,169,152,630,44,111,3,"3004400"
"547","47","36","020600",2347,27,3,0,48,31,72,454,5,115,3,"3020600"
"548","47","36","069602",6601,181,0,0,675,272,170,1171,0,49,3,"3069602"
"549","47","36","079601",4577,7,0,0,50,48,172,95,58,19,3,"3079601"
"550","47","36","079602",4639,15,0,0,26,35,13,45,38,21,3,"3079602"
"551","47","36","013800",3197,9,105,0,63,161,40,277,8,367,3,"3013800"
"552","47","36","028300",3997,17,0,0,0,9,63,82,0,0,3,"3028300"
"553","47","36","035602",5198,1223,0,41,1149,58,16,32,0,14,3,"3035602"
"554","47","36","023800",3990,28,0,57,133,460,27,41,0,0,3,"3023800"
"555","47","36","009800",7403,0,0,0,0,8,10,99,0,142,3,"3009800"
"556","47","36","010100",4459,0,0,10,10,135,67,336,39,172,3,"3010100"
"557","47","36","012801",2326,17,109,0,34,41,20,119,0,117,3,"3012801"
"558","47","36","013100",4254,66,60,0,345,296,654,485,40,0,3,"3013100"
"559","47","36","032100",5866,10,0,17,23,41,149,259,48,0,3,"3032100"
"560","47","36","032800",2376,15,0,22,43,0,5,14,0,6,3,"3032800"
"561","47","36","035100",4445,7,0,0,298,21,34,36,7,224,3,"3035100"
"562","47","36","019300",5861,5,5,0,95,71,307,166,25,11,3,"3019300"
"563","47","36","081000",2117,0,0,0,25,28,13,8,5,22,3,"3081000"
"564","47","36","081400",2767,0,0,0,0,0,0,0,0,0,3,"3081400"
"565","47","36","077200",3168,12,0,0,61,80,50,73,11,26,3,"3077200"
"566","47","36","117601",3037,0,0,0,0,12,14,1,0,0,3,"3117601"
"567","47","36","050500",4062,114,0,0,111,93,202,283,37,11,3,"3050500"
"568","47","36","046800",2368,0,0,6,0,108,24,216,7,38,3,"3046800"
"569","47","36","048400",6107,142,47,11,210,424,162,110,28,0,3,"3048400"
"570","47","36","031100",3194,0,0,5,8,13,67,42,22,27,3,"3031100"
"571","47","36","011900",1529,18,11,5,24,79,162,215,29,38,3,"3011900"
"572","47","36","034100",2809,0,50,0,9,0,45,28,12,0,3,"3034100"
"573","47","36","035300",5253,12,0,0,67,65,118,90,59,22,3,"3035300"
"574","47","36","064600",2402,11,0,70,142,94,66,210,17,0,3,"3064600"
"575","47","36","021100",1829,0,0,0,0,23,67,95,0,26,3,"3021100"
"576","47","36","061002",4207,431,0,35,1114,61,13,53,54,101,3,"3061002"
"577","47","36","058200",2812,276,0,0,208,10,49,188,0,121,3,"3058200"
"578","47","36","045800",1602,55,0,4,81,21,37,16,8,177,3,"3045800"
"579","47","36","057000",3548,57,0,71,456,215,113,385,7,8,3,"3057000"
"580","47","36","042100",4321,0,0,0,9,11,44,83,86,0,3,"3042100"
"581","47","36","042500",3103,0,0,10,0,60,132,177,47,36,3,"3042500"
"582","47","36","058600",3012,145,0,0,113,38,27,41,4,10,3,"3058600"
"583","47","36","044700",2496,0,6,0,4,39,141,90,36,11,3,"3044700"
"584","47","36","010400",5677,64,99,0,0,18,26,31,0,40,3,"3010400"
"585","47","36","013000",5244,7,0,33,67,93,151,342,129,767,3,"3013000"
"586","47","36","013200",2044,14,17,0,11,90,40,158,0,38,3,"3013200"
"587","47","36","086000",3293,0,0,0,0,0,0,0,0,0,3,"3086000"
"588","47","36","021000",4380,0,69,69,10,100,22,683,21,315,3,"3021000"
"589","47","36","022200",4281,52,0,81,96,733,33,7,0,87,3,"3022200"
"590","47","36","022700",3556,22,0,0,52,56,230,108,25,22,3,"3022700"
"591","47","36","024000",4626,112,0,70,101,483,34,22,36,134,3,"3024000"
"592","47","36","024100",2501,0,11,9,59,102,171,115,7,14,3,"3024100"
"593","47","36","035601",2849,588,8,39,504,52,0,23,0,0,3,"3035601"
"594","47","36","037401",4470,387,16,0,498,70,39,716,36,87,3,"3037401"
"595","47","36","037402",4753,434,0,115,774,62,107,332,0,0,3,"3037402"
"596","47","36","050801",4112,0,0,0,0,13,42,32,34,137,3,"3050801"
"597","47","36","050803",2260,0,6,0,28,36,108,68,5,50,3,"3050803"
"598","47","36","050804",6297,18,0,0,72,39,161,121,67,134,3,"3050804"
"599","47","36","013500",3733,35,0,41,143,242,434,364,43,108,3,"3013500"
"600","47","36","014000",1931,123,0,9,0,66,26,332,0,202,3,"3014000"
"601","47","36","014100",3256,7,0,0,141,208,265,254,102,43,3,"3014100"
"602","47","36","054900",3806,20,20,82,71,85,285,247,37,0,3,"3054900"
"603","47","36","075000",2823,21,60,0,84,109,96,75,0,32,3,"3075000"
"604","47","36","076000",3017,209,0,38,270,203,26,4,51,29,3,"3076000"
"605","47","36","085200",9,0,0,0,0,0,0,0,0,0,3,"3085200"
"606","47","36","072200",3296,0,0,0,8,5,0,5,0,0,3,"3072200"
"607","47","36","073400",2145,6,0,0,5,5,0,54,0,0,3,"3073400"
"608","47","36","074400",2797,4,0,0,54,60,66,87,13,6,3,"3074400"
"609","47","36","075600",2144,57,0,5,138,95,17,67,0,0,3,"3075600"
"610","47","36","049500",2920,25,9,0,60,156,263,507,78,9,3,"3049500"
"611","47","36","031400",5127,347,92,87,338,101,30,980,11,51,3,"3031400"
"612","47","36","054300",347,8,0,0,9,9,28,72,27,0,3,"3054300"
"613","47","36","055800",2331,106,4,18,294,88,17,91,0,190,3,"3055800"
"614","47","36","056500",3049,0,101,17,144,504,236,249,58,114,3,"3056500"
"615","47","36","065400",1571,28,9,0,68,37,64,387,16,0,3,"3065400"
"616","47","36","057500",3935,60,0,0,103,1132,297,404,46,0,3,"3057500"
"617","47","36","003800",1506,39,0,0,38,117,30,491,9,47,3,"3003800"
"618","47","36","059800",3391,188,184,15,596,30,99,216,14,375,3,"3059800"
"619","47","36","045000",551,0,0,18,22,43,4,15,0,28,3,"3045000"
"620","47","36","057900",1074,0,0,0,0,125,86,67,24,0,3,"3057900"
"621","47","36","058400",3179,220,0,25,568,95,116,177,0,165,3,"3058400"
"622","47","36","007100",4830,9,0,0,74,50,209,52,82,0,3,"3007100"
"623","47","36","000200",1506,0,0,0,0,0,22,8,7,29,3,"3000200"
"624","47","36","000700",4054,1,29,18,205,147,450,355,159,36,3,"3000700"
"625","47","36","080000",3877,0,0,4,115,65,166,88,0,0,3,"3080000"
"626","47","36","084800",1546,0,0,0,0,0,1,0,0,0,3,"3084800"
"627","47","36","099200",2348,0,0,0,0,0,0,15,7,46,3,"3099200"
"628","47","36","087200",2738,0,0,0,0,8,0,18,0,0,3,"3087200"
"629","47","36","036100",2973,0,0,0,0,0,7,13,0,62,3,"3036100"
"630","47","36","036300",4331,7,10,0,0,0,0,9,0,89,3,"3036300"
"631","47","36","007200",2073,0,0,0,0,29,5,106,0,73,3,"3007200"
"632","47","36","010000",6459,19,0,0,30,29,51,193,0,127,3,"3010000"
"633","47","36","042300",4384,33,29,0,6,90,124,142,60,12,3,"3042300"
"634","47","36","044200",2991,7,6,80,79,185,36,47,0,239,3,"3044200"
"635","47","36","045200",2768,25,0,6,144,247,91,13,17,208,3,"3045200"
"636","47","36","029000",4186,347,25,0,457,69,28,157,21,130,3,"3029000"
"637","47","36","067800",2650,0,0,0,38,86,9,42,4,18,3,"3067800"
"638","47","36","070202",24,0,0,0,0,0,0,0,0,0,3,"3070202"
"639","47","36","051001",4361,0,0,0,30,54,35,103,41,0,3,"3051001"
"640","47","36","081600",2680,4,0,12,0,0,0,2,4,45,3,"3081600"
"641","47","36","053500",4053,28,0,15,11,37,42,63,0,0,3,"3053500"
"642","47","36","080200",4897,0,0,29,48,106,74,66,39,0,3,"3080200"
"643","47","36","051800",3307,10,8,0,96,49,171,134,14,0,3,"3051800"
"644","47","36","052000",4684,1,0,6,157,143,166,256,33,71,3,"3052000"
"645","47","36","083200",2318,0,0,0,0,0,0,6,0,0,3,"3083200"
"646","47","36","000100",4116,33,0,19,303,263,314,478,97,0,3,"3000100"
"647","47","36","000301",4340,34,0,14,241,235,463,547,105,40,3,"3000301"
"648","47","36","004900",2631,10,0,35,124,35,203,321,99,59,3,"3004900"
"649","47","36","005000",2369,51,0,0,36,154,161,639,12,249,3,"3005000"
"650","47","36","078600",4965,0,0,5,46,53,93,60,25,56,3,"3078600"
"651","47","36","082400",4267,0,0,0,0,0,11,11,0,0,3,"3082400"
"652","47","36","083800",2335,0,0,0,0,0,0,36,0,0,3,"3083800"
"653","47","36","051500",2024,0,0,0,84,115,188,289,64,21,3,"3051500"
"654","47","36","029500",4027,29,35,0,76,25,169,160,85,25,3,"3029500"
"655","47","36","030700",4958,9,0,0,0,9,8,149,0,104,3,"3030700"
"656","47","36","003400",3022,48,0,0,65,92,111,430,30,392,3,"3003400"
"657","47","36","122000",6169,0,0,0,0,90,100,0,0,0,3,"3122000"
"658","47","36","004500",3651,0,0,0,277,194,572,443,84,117,3,"3004500"
"659","47","36","101400",2280,0,0,3,0,0,0,0,0,0,3,"3101400"
"660","47","36","121000",4299,0,0,0,0,0,0,0,0,0,3,"3121000"
"661","47","36","006800",4771,49,0,23,59,220,137,165,16,672,3,"3006800"
"662","47","36","064400",3030,0,0,10,79,142,119,255,0,28,3,"3064400"
"663","47","36","007700",5105,27,0,17,175,312,501,1032,381,15,3,"3007700"
"664","47","36","049200",3108,176,0,35,213,122,0,144,19,170,3,"3049200"
"665","47","36","045600",2399,127,0,21,190,83,11,15,14,64,3,"3045600"
"666","47","36","039300",3675,13,0,6,46,78,99,157,53,5,3,"3039300"
"667","47","36","069200",3000,0,0,0,5,0,16,92,0,16,3,"3069200"
"668","47","36","101000",2196,0,0,0,0,0,6,43,0,0,3,"3101000"
"669","47","36","112400",3169,0,0,0,0,0,0,19,0,0,3,"3112400"
"670","47","36","112800",3910,0,0,0,0,58,27,26,114,146,3,"3112800"
"671","47","36","023500",4062,0,0,0,145,87,124,141,28,10,3,"3023500"
"672","47","36","001500",7391,24,0,0,189,137,464,340,123,78,3,"3001500"
"673","47","36","085000",1540,0,0,0,0,0,0,12,0,0,3,"3085000"
"674","47","36","042400",3752,159,0,100,426,10,13,678,0,10,3,"3042400"
"675","47","36","016700",5800,29,0,0,274,352,904,484,266,67,3,"3016700"
"676","47","36","046202",2283,0,0,0,35,150,51,114,5,76,3,"3046202"
"677","47","36","047800",4455,0,0,21,196,503,11,68,0,120,3,"3047800"
"678","47","36","048000",4028,98,0,0,168,180,0,51,17,41,3,"3048000"
"679","47","36","072600",2196,0,0,0,7,0,0,27,25,0,3,"3072600"
"680","47","36","073800",3988,0,0,0,169,16,10,16,0,11,3,"3073800"
"681","47","36","077600",3907,0,0,0,0,28,23,53,5,0,3,"3077600"
"682","47","36","082800",4255,0,0,0,0,10,27,10,0,123,3,"3082800"
"683","47","36","057300",2593,32,0,9,17,608,254,271,14,0,3,"3057300"
"684","47","36","097000",2498,0,0,0,12,5,5,136,0,80,3,"3097000"
"685","47","36","053200",2659,148,20,11,148,159,105,2,30,10,3,"3053200"
"686","47","36","044800",1801,29,6,5,119,51,20,68,0,73,3,"3044800"
"687","47","36","015900",5161,66,29,0,226,212,406,737,53,39,3,"3015900"
"688","47","36","063200",1588,32,27,0,178,81,36,518,0,4,3,"3063200"
"689","47","36","064000",1832,37,13,10,181,142,50,326,21,17,3,"3064000"
"690","47","36","088400",5151,0,0,0,19,25,0,0,0,16,3,"3088400"
"691","47","36","089600",3327,15,0,0,0,0,0,0,0,15,3,"3089600"
"692","47","36","090800",7094,0,0,0,0,0,0,5,0,36,3,"3090800"
"693","47","36","001800",2022,0,0,13,19,0,27,83,14,0,3,"3001800"
"694","47","36","002300",4707,0,0,0,18,0,8,0,0,0,3,"3002300"
"695","47","36","002901",4289,0,0,0,0,11,20,14,9,0,3,"3002901"
"696","47","36","036001",3090,540,0,8,868,87,7,8,0,45,3,"3036001"
"697","47","36","091600",4104,0,0,0,0,0,0,0,0,6,3,"3091600"
"698","47","36","031300",4753,0,0,19,9,33,137,139,66,18,3,"3031300"
"699","47","36","040000",3344,16,0,8,83,14,213,495,0,0,3,"3040000"
"700","47","36","060800",3432,307,8,101,573,7,42,163,0,32,3,"3060800"
"701","47","36","018100",3619,30,0,55,219,99,324,129,16,74,3,"3018100"
"702","47","36","019700",3561,20,0,0,82,61,197,316,93,7,3,"3019700"
"703","47","36","065800",1992,37,20,10,111,23,84,355,0,105,3,"3065800"
"704","47","36","066000",2295,17,0,0,210,53,128,562,12,37,3,"3066000"
"705","47","36","067000",2897,67,0,0,56,5,23,189,0,34,3,"3067000"
"706","47","36","069000",2234,50,0,0,0,5,30,182,0,0,3,"3069000"
"707","47","36","039500",4422,28,0,18,43,37,46,138,100,0,3,"3039500"
"708","47","36","035900",5337,0,0,0,0,0,0,27,0,0,3,"3035900"
